title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
"Flickr Africa: Examining Geo-Diversity in Large-Scale, Human-Centric Visual Data","Keziah Naggita, J. LaChance, Alice Xiang",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604659,https://www.semanticscholar.org/paper/2cac077eb7ce40b3173cbb9ab304fd8a6f94a784,11,2cac077eb7ce40b3173cbb9ab304fd8a6f94a784,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Mitigating Voter Attribute Bias for Fair Opinion Aggregation,"Ryosuke Ueda, Koh Takeuchi, H. Kashima",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604660,https://www.semanticscholar.org/paper/b4a4452049bac78488255296f74bdcab376ca831,2,b4a4452049bac78488255296f74bdcab376ca831,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
From Preference Elicitation to Participatory ML: A Critical Survey & Guidelines for Future Research,"Michael Feffer, M. Skirpan, Zachary C. Lipton, Hoda Heidari",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604661,https://www.semanticscholar.org/paper/fc4bb54cbbbc08280a836fa9f7d2645f4b87875a,32,fc4bb54cbbbc08280a836fa9f7d2645f4b87875a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Evaluation of targeted dataset collection on racial equity in face recognition,"Rachel Hong, Tadayoshi Kohno, Jamie Morgenstern",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604662,https://www.semanticscholar.org/paper/2e2aabc7643a440ece21e1bddbb91c0d981e54ba,4,2e2aabc7643a440ece21e1bddbb91c0d981e54ba,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
"No Justice, No Robots: From the Dispositions of Policing to an Abolitionist Robotics","Tom Williams, Kerstin S Haring",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604663,https://www.semanticscholar.org/paper/32e7e5118540d4c191632a6ab6093c01a3d1c036,10,32e7e5118540d4c191632a6ab6093c01a3d1c036,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Analysis of Climate Campaigns on Social Media using Bayesian Model Averaging,"Tunazzina Islam, Ruqi Zhang, Dan Goldwasser",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604665,https://www.semanticscholar.org/paper/dbcc2ffef66d45e5e2422008337fe7cc781bb269,6,dbcc2ffef66d45e5e2422008337fe7cc781bb269,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Evaluating Biased Attitude Associations of Language Models in an Intersectional Context,"Shiva Omrani Sabbaghi, R. Wolfe, Aylin Caliskan",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604666,https://www.semanticscholar.org/paper/949842a2531ccbd47e650980ceebc5e0a9a90b1f,29,949842a2531ccbd47e650980ceebc5e0a9a90b1f,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Unmasking Nationality Bias: A Study of Human Perception of Nationalities in AI-Generated Articles,"Pranav Narayanan Venkit, Sanjana Gautam, Ruchi Panchanadikar, Tingting Huang, Shomir Wilson",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604667,https://www.semanticscholar.org/paper/ea999bf65d8c3aaf6b930e9bc22e5fcd39368d02,30,ea999bf65d8c3aaf6b930e9bc22e5fcd39368d02,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Model Debiasing via Gradient-based Explanation on Representation,"Jindi Zhang, Luning Wang, Dan Su, Yongxiang Huang, Caleb Chen Cao, Lei Chen",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604668,https://www.semanticscholar.org/paper/ae0a7723b43e00890dcbc5f88902d26be699a865,3,ae0a7723b43e00890dcbc5f88902d26be699a865,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]"
Sampling Individually-Fair Rankings that are Always Group Fair,"Sruthi Gorantla, Anay Mehrotra, A. Deshpande, Anand Louis",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604671,https://www.semanticscholar.org/paper/2aa4a5086259919c01e1c5a6f673d66baea3b088,4,2aa4a5086259919c01e1c5a6f673d66baea3b088,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"“☑ Fairness Toolkits, A Checkbox Culture?” On the Factors that Fragment Developer Practices in Handling Algorithmic Harms","Agathe Balayn, Mireia Yurrita, Jie Yang, U. Gadiraju",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604674,https://www.semanticscholar.org/paper/d9b650fea9371686113f678799296401a1dcf1dc,35,d9b650fea9371686113f678799296401a1dcf1dc,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
GATE: A Challenge Set for Gender-Ambiguous Translation Examples,"Spencer Rarrick, Ranjita Naik, Varun Mathur, Sundar Poudel, Vishal Chowdhary",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604675,https://www.semanticscholar.org/paper/20a55a690f5b2848410e3653921912f7d583cd97,18,20a55a690f5b2848410e3653921912f7d583cd97,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
On the Connection between Game-Theoretic Feature Attributions and Counterfactual Explanations,"Emanuele Albini, Shubham Sharma, Saumitra Mishra, Danial Dervovic, D. Magazzeni",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604676,https://www.semanticscholar.org/paper/39767db05747969ab0625caffec720f0fdcc96a2,4,39767db05747969ab0625caffec720f0fdcc96a2,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Perceived Algorithmic Fairness using Organizational Justice Theory: An Empirical Case Study on Algorithmic Hiring,"Guusje Juijn, Niya Stoimenova, João Reis, Dong Nguyen",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604677,https://www.semanticscholar.org/paper/e7a252be8f2e3e800233390cefad04d00dc73a47,5,e7a252be8f2e3e800233390cefad04d00dc73a47,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
"Target specification bias, counterfactual prediction, and algorithmic fairness in healthcare",Eran Tal,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604678,https://www.semanticscholar.org/paper/72e4a298b49f8155150f449e63543cfc32c0c92d,15,72e4a298b49f8155150f449e63543cfc32c0c92d,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
A sector-based approach to AI ethics: Understanding ethical issues of AI-related incidents within their sectoral context,"D. Burema, Nicole Debowski-Weimann, Alexander von Janowski, Jil Grabowski, Mihai Maftei, M. Jacobs, Patrick van der Smagt, Djalel Benbouzid",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604680,https://www.semanticscholar.org/paper/5cbe9db77b2aaad86c524695dddae3cfc903b876,18,5cbe9db77b2aaad86c524695dddae3cfc903b876,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
AI Art and its Impact on Artists,"Harry H. Jiang, Lauren Brown, Jessica Cheng, Mehtab Khan, Abhishek Gupta, Deja Workman, A. Hanna, J. Flowers, Timnit Gebru",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604681,https://www.semanticscholar.org/paper/7dbd3d51c453caf77cc1f9681f9b888095b97443,263,7dbd3d51c453caf77cc1f9681f9b888095b97443,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Bound by the Bounty: Collaboratively Shaping Evaluation Processes for Queer AI Harms,"Organizers of QueerInAI, Nathaniel Dennler, Anaelia Ovalle, Ashwin Singh, Luca Soldaini, Arjun Subramonian, Huy Tu, William Agnew, Avijit Ghosh, Kyra Yee, Irene Font Peradejordi, Zeerak Talat, Mayra Russo, Jessica de Jesus de Pinho Pinhal",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604682,https://www.semanticscholar.org/paper/a4d543cc77a0a643a271988f5b4b6699f421c85c,23,a4d543cc77a0a643a271988f5b4b6699f421c85c,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Unpicking Epistemic Injustices in Digital Health: On the Implications of Designing Data-Driven Technologies for the Management of Long-Term Conditions,"S. Bennett, C. Claisse, E. Luger, Abigail C. Durrant",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604684,https://www.semanticscholar.org/paper/0b5fcb43b0966a53e182513878063b407beeba46,12,0b5fcb43b0966a53e182513878063b407beeba46,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Beyond the ML Model: Applying Safety Engineering Frameworks to Text-to-Image Development,"Shalaleh Rismani, R. Shelby, A. Smart, Renelito Delos Santos, AJung Moon, Negar Rostamzadeh",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604685,https://www.semanticscholar.org/paper/a517f44a8aeec22a2d8334cde7b5c6aceeb2e2f3,13,a517f44a8aeec22a2d8334cde7b5c6aceeb2e2f3,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]"
The Ethical Implications of Generative Audio Models: A Systematic Literature Review,J. Barnett,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604686,https://www.semanticscholar.org/paper/177c3a4fc5e6603f09b08568e5f93bf78bcafe21,49,177c3a4fc5e6603f09b08568e5f93bf78bcafe21,"['Computer Science', 'Engineering']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Engineering', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Reckoning with the Disagreement Problem: Explanation Consensus as a Training Objective,"Avi Schwarzschild, Max Cembalest, K. Rao, Keegan E. Hines, John Dickerson",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604687,https://www.semanticscholar.org/paper/586ec04f3fde13ad84a2acee795c2f998bed142a,15,586ec04f3fde13ad84a2acee795c2f998bed142a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Keep Sensors in Check: Disentangling Country-Level Generalization Issues in Mobile Sensor-Based Models with Diversity Scores,"Alexandre Nanchen, L. Meegahapola, William Droz, D. Gática-Pérez",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604688,https://www.semanticscholar.org/paper/161dbeb40f0312538104d0ef50102e6d008ec212,8,161dbeb40f0312538104d0ef50102e6d008ec212,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Machine Learning practices and infrastructures,G. Berman,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604689,https://www.semanticscholar.org/paper/a152c6b110ebc0e9c6787b21193c2d2fc1ffee84,5,a152c6b110ebc0e9c6787b21193c2d2fc1ffee84,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Human Uncertainty in Concept-Based AI Systems,"Katherine M. Collins, Matthew Barker, Mateo Espinosa Zarlenga, Naveen Raman, Umang Bhatt, M. Jamnik, Ilia Sucholutsky, Adrian Weller, K. Dvijotham",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604692,https://www.semanticscholar.org/paper/6812ee04ee2383bc40e683d252fd2e56cdbeb80e,49,6812ee04ee2383bc40e683d252fd2e56cdbeb80e,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"Democratising AI: Multiple Meanings, Goals, and Methods","Elizabeth Seger, Aviv Ovadya, Divya Siddarth, Ben Garfinkel, A. Dafoe",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604693,https://www.semanticscholar.org/paper/72a9a023f60b22b4d6776c73da00d5858c3fd8ed,70,72a9a023f60b22b4d6776c73da00d5858c3fd8ed,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Effective Enforceability of EU Competition Law Under AI Development Scenarios: a Framework for Anticipatory Governance,"Shi Hua, Haydn Belfield",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604694,https://www.semanticscholar.org/paper/8ab27e590fccc2a2a1fcd6b820ff3e2d3d36e36e,3,8ab27e590fccc2a2a1fcd6b820ff3e2d3d36e36e,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Disambiguating Algorithmic Bias: From Neutrality to Justice,"Elizabeth Edenberg, Alexandra Wood",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604695,https://www.semanticscholar.org/paper/2d5c55146572d618e5ec5d70c0ac1d373bbefa2c,23,2d5c55146572d618e5ec5d70c0ac1d373bbefa2c,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Protecting Children from Online Exploitation: Can a Trained Model Detect Harmful Communication Strategies?,"Darren Cook, Miri Zilka, Heidi DeSandre, S. Giles, S. Maskell",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604696,https://www.semanticscholar.org/paper/f513002c0a0710edd964339c0f57f1fe6776c578,5,f513002c0a0710edd964339c0f57f1fe6776c578,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Measures of Disparity and their Efficient Estimation,"Harvineet Singh, R. Chunara",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604697,https://www.semanticscholar.org/paper/0a12b6670bef76099e8ea30798a6a00b50cb164e,4,0a12b6670bef76099e8ea30798a6a00b50cb164e,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
Not So Fair: The Impact of Presumably Fair Machine Learning Models,"Mackenzie Jorgensen, Hannah Richert, Elizabeth Black, N. Criado, J. Such",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604699,https://www.semanticscholar.org/paper/d2459ca6704c4354d1c52c2d7e64954dddd571f6,9,d2459ca6704c4354d1c52c2d7e64954dddd571f6,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Why We Need to Know More: Exploring the State of AI Incident Documentation Practices,"Violet Turri, R. Dzombak",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604700,https://www.semanticscholar.org/paper/99073a85e4aef1bac90220c5cf3ebedd5f0cf600,31,99073a85e4aef1bac90220c5cf3ebedd5f0cf600,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
The Bureaucratic Challenge to AI Governance: An Empirical Assessment of Implementation at U.S. Federal Agencies,"Christie Lawrence, Isaac Cui, Daniel E. Ho",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604701,https://www.semanticscholar.org/paper/857be9002309d77d149dca32bee06e36211d031d,19,857be9002309d77d149dca32bee06e36211d031d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Robust Artificial Moral Agents and Metanormativity,Tyler Cook,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604703,https://www.semanticscholar.org/paper/3e1785f783ed3239077f60e39444a73024d13bf9,5,3e1785f783ed3239077f60e39444a73024d13bf9,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Adaptive Adversarial Training Does Not Increase Recourse Costs,"Ian Hardy, Jayanth Yetukuri, Yang Liu",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604704,https://www.semanticscholar.org/paper/db59e7dc5980cc09f073248b1c6ec2c96d7a2635,1,db59e7dc5980cc09f073248b1c6ec2c96d7a2635,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Factoring the Matrix of Domination: A Critical Review and Reimagination of Intersectionality in AI Fairness,"Arjun Subramonian, Vagrant Gautam",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604705,https://www.semanticscholar.org/paper/9d979aa07ed80bc943073c8b09ffeb2998e594a8,59,9d979aa07ed80bc943073c8b09ffeb2998e594a8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
REFRESH: Responsible and Efficient Feature Reselection guided by SHAP values,"Shubham Sharma, Sanghamitra Dutta, Emanuele Albini, F. Lécué, D. Magazzeni, M. Veloso",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604706,https://www.semanticscholar.org/paper/4464838387cf25134a2afe8d1f17dd7c5070a251,3,4464838387cf25134a2afe8d1f17dd7c5070a251,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
When Fair Classification Meets Noisy Protected Attributes,"Avijit Ghosh, Pablo Kvitca, Chris L. Wilson",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604707,https://www.semanticscholar.org/paper/9aeaa29ffd999396a39d48dd29ccec8e6f03f3eb,10,9aeaa29ffd999396a39d48dd29ccec8e6f03f3eb,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Towards User Guided Actionable Recourse,"Jayanth Yetukuri, Ian Hardy, Yang Liu",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604708,https://www.semanticscholar.org/paper/b2681fb3c523f45b0ac1f5c69a5b13e1163af778,4,b2681fb3c523f45b0ac1f5c69a5b13e1163af778,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
How does Value Similarity affect Human Reliance in AI-Assisted Ethical Decision Making?,"Saumik Narayanan, Chien-Ju Ho, Ming Yin",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604709,https://www.semanticscholar.org/paper/bea8e31ef95355d78e0e0435e59bcccd5018f85d,12,bea8e31ef95355d78e0e0435e59bcccd5018f85d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Social Biases through the Text-to-Image Generation Lens,"Ranjita Naik, Besmira Nushi",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604711,https://www.semanticscholar.org/paper/7b18bdf21b74b7d97bace715f78d05bd447ee30f,191,7b18bdf21b74b7d97bace715f78d05bd447ee30f,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Supporting Human-AI Collaboration in Auditing LLMs with LLMs,"Charvi Rastogi, Marco Tulio Ribeiro, Nicholas King, Saleema Amershi",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604712,https://www.semanticscholar.org/paper/784e03977f16b0b5a00c16523fdbcb9ffcefc545,88,784e03977f16b0b5a00c16523fdbcb9ffcefc545,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Stress-Testing Bias Mitigation Algorithms to Understand Fairness Vulnerabilities,"Karan Bhanot, Ioana Baldini, Dennis Wei, J. Zeng, Kristin P. Bennett",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604713,https://www.semanticscholar.org/paper/cab72bb4a0bf3dcd277d613bd4f3a0e733f90193,2,cab72bb4a0bf3dcd277d613bd4f3a0e733f90193,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Action Guidance and AI Alignment,P. Robinson,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604714,https://www.semanticscholar.org/paper/94f4341b6ece68dc139bfe585426a2a65e44c245,2,94f4341b6ece68dc139bfe585426a2a65e44c245,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
AI Art and Misinformation: Approaches and Strategies for Media Literacy and Fact Checking,"J. Walker, Gefion Thuermer, J. Vicens, E. Simperl",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604715,https://www.semanticscholar.org/paper/cc6bb02fe81f3b912f7efc98dab5428a54dcd58d,13,cc6bb02fe81f3b912f7efc98dab5428a54dcd58d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Diffusing the Creator: Attributing Credit for Generative AI Outputs,"Donal Khosrowi, Finola Finn, Elinor Clark",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604716,https://www.semanticscholar.org/paper/39c1915d238bafb8896da7895500f268034337d4,17,39c1915d238bafb8896da7895500f268034337d4,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Self-determination through explanation: an ethical perspective on the implementation of the transparency requirements for recommender systems set by the Digital Services Act of the European Union,M. Fabbri,2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604717,https://www.semanticscholar.org/paper/a556c0adaaa7c85b9333b91f75ddb6ec4a668a5b,8,a556c0adaaa7c85b9333b91f75ddb6ec4a668a5b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]"
A multidomain relational framework to guide institutional AI research and adoption,"Vince J. Straub, Deborah Morgan, Youmna Hashem, J. Francis, Saba Esnaashari, Jonathan Bright",2023,EWAF,10.1145/3600211.3604718,https://www.semanticscholar.org/paper/93a2901c8b4d941369e8342a6e0de7daeb29910d,11,93a2901c8b4d941369e8342a6e0de7daeb29910d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Evaluating the Impact of Social Determinants on Health Prediction in the Intensive Care Unit,"M. Yang, G. Kwak, T. Pollard, L. Celi, M. Ghassemi",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604719,https://www.semanticscholar.org/paper/48db62a9110479e1019e203bf686a0d4b597e3b0,20,48db62a9110479e1019e203bf686a0d4b597e3b0,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Evaluating the Fairness of Discriminative Foundation Models in Computer Vision,"Junaid Ali, Matthäus Kleindessner, F. Wenzel, Kailash Budhathoki, V. Cevher, Chris Russell",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604720,https://www.semanticscholar.org/paper/535c0642aa2b5178317f082d04f1eb6a37c86bc9,16,535c0642aa2b5178317f082d04f1eb6a37c86bc9,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Typology of Risks of Generative Text-to-Image Models,"Charlotte M. Bird, Eddie L. Ungless, Atoosa Kasirzadeh",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604722,https://www.semanticscholar.org/paper/696d96c260cd4ce074ff68040e1e5c783234d7bd,115,696d96c260cd4ce074ff68040e1e5c783234d7bd,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Ground Truth Or Dare: Factors Affecting The Creation Of Medical Datasets For Training AI,"H. D. Zając, Natalia-Rozalia Avlona, F. Kensing, T. Andersen, Irina Shklovski",2023,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3600211.3604766,https://www.semanticscholar.org/paper/8a0f9c0f407ea24e062172687b833aad0df96284,33,8a0f9c0f407ea24e062172687b833aad0df96284,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
